type,group_year,title,place,year,keyword,playtime,summary,url,thumbnail,,,,,,,,,,
기록영상,1951,"리지웨이 장군,GEN. RIDGWAY",미국 NARA,1/25/1951,"한국,군용차,강아지,탱크,기관총,사격,비행기,자동차,수여식",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"폭격을 맞는 제27 보병 부대 (울프하운드),27TH INF TROOPS (WOLFHOUNDS) UNDER FIRE",미국 NARA,2/7/1951,"안양(한국),군용차,탱크,사격,시신,참호,전투기,폭격",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"은성 훈장 수여,PRESENTATION OF SILVER STARS",미국 NARA,2/17/1951,"지평리 (한국),군용차,차,군의례,연설,성조기,군악대",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"김포로부터의 고아 피난,EVACUATION OF ORPHANS FROM KIMPO",미국 NARA,12/20/1950,"한국,피난민,군용트럭,고아,비행기,군인,트럭,배,화물",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"C-46의 D.D.T 살포,D.D.T. SPRAYED BY C-46",미국 NARA,10/9/1951,"서울(한국),비행기,도시,연료,이륙,항공샷,포탄,포격,송수화기",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"탱크 보병 순찰,TANK-INFANTRY-PATROL",미국 NARA,7/26/1951,"한국(북한),탱크,관측,포격,초가집,카드게임,배급,공중포격,산,연기",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"제65 한국군 순찰 중,65TH RCT PATROL IN FORCE",미국 NARA,1/16/1951,"오산 (경기도, 한국),피난민,탱크,군용차,포격,비행기,행군,군용기",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"헌병대 활동,MP ACTIVITIES",미국 NARA,9/19/1951,"한국,통신병,도로,천막,군용차,열차,간판,길거리",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"휴전 회담,CEASE-FIRE TALKS",미국 NARA,7/10/1951,"개성시(한국),행군,군용차,부교,회담",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"영국 순양함의 홍군용기/ 전폭기 선별신,SELECTED SCENES OF RED TROOPS/RIOTS PLANES FROM BRITISH CARRIER",미국 NARA,,"중국, 일본, 독일, 러시아, 한국,판문점(한국),조이, C. 터너 (찰스 터너), 1895-1956,리즈웨이, 매슈 B. (매슈 벙커), 1895-1993,공장,소형 화기,헬리콥터,회의,군용기,배",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1952,"드와이트 D. 아이젠하워 장군 도착,Arrival of General Dwight D. Eisenhower",미국 NARA,12/19/1952,"군용차,군용트럭,태극기,시청,인파,군악대,행진,연설",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1952,"전투 카메라맨의 역할,Role of the Combat Cameraman",미국 NARA,1952,"한국전쟁, 1950-1953,사진가,세계 대전, 1939-1945,세계 대전, 1914-1918",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"중공군이 한국전쟁에 참전하다,Chinese Reds Enter the Korean War",미국 NARA,,"피난민,행군,환자,군용차,헬리콥터,수술,낙하산부대,지프차,기관총",1740,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1952,"CRIPPLED CHICK 프로젝트,PROJECT CRIPPLED CHICK",미국 NARA,7/15/1952,"국방부 해군성. 해군건설부대. 9/18/1947-,공항,농장,지프차,불도저,건설장비",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"90.6 기동부대의 인천 지역 폭격,BOMBARDMENT OF INCHON AREA BY TASK GROUP 90.6",미국 NARA,9/14/1950,"인천(한국),국방부. 해군성. 톨레도 (잠수함). 2/24/1995-,대공포,폭발, 항공,의료 지원,지뢰 (군폭발물),해군 장교,레이더,병과 부상에 대한 전시 구조,회전포탑",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"한국 육군 활동,ROK ARMY ACTIVITIES",미국 NARA,,"양구군(한국),행군,사격,산,포격",360,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"제8 한국군, 제16 연대 전열 정비, 제10 군단 지구, 785 언덕 기지,8TH ROK, 16TH REGT ON LINE, X CORPS SECTOR, BASE HILL 785",미국 NARA,8/14/1951,"포격,포탄,송수화기,적십자,전쟁포로,부상,기관총",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"흥남 이야기,THE HUNGNAM STORY",미국 NARA,1950,"군용차,공중보급,군수품,활주로,탱크,함대,포격,투하,피난민",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"해병대원이 줄지어 나오다,MARINES COME STREAMING OUT",미국 NARA,12/10/1950,"진흥시(한국),군용차,도로,군용트럭,동상",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"제3 공병 전투 여단, 제24 사단, FUGASSE (네이팜) 준비,3RD ENGR COMBAT BN, 24TH DIV, PREPARE FUGASSE (NAPALM)",미국 NARA,5/12/1951,"한국,연료제조,연료,폭발물 설치,폭발",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"이승만,SYNGMAN RHEE",미국 NARA,12/24/1950,"군용차,이승만,피난민,부교,쇄빙선,서울,박격포,포격",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"미국해군전함 레이테 선상 작전,OPERATIONS ABOARD THE USS LEYTE",미국 NARA,12/22/1950,"한국,비행기,포탄,활주로,항공기 유도사,조종사",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"제96 화력 대대 & 제8 공병,96TH FA BATTALION & 8TH ENGINEERS",미국 NARA,1/27/1951,"한국,헬리콥터,탱크,군용차,행군,밭,쌍안경,포격",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"공중투하, 제187 공수 연대 전투단 (RCT),AIRDROP, 187TH AIRBORNE REGIMENTAL COMBAT TEAM (RCT)",미국 NARA,11/13/1951,"대구 (한국),비행기,공중보급,군수품,환자,행군,적십자",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"김포 공군 기지 대니 케이트 공연단,DANNY KAYE TROUPE KIMPO AIR FORCE BASE",미국 NARA,,"대구(한국),사진사,군용차,군행사,군악대,비행기,자동차,초가집,쌍안경",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"김포 공군 기지 대니 케이트 쇼,DANNY KAYE SHOW KIMPO AIR FORCE BASE",미국 NARA,,"대구 (한국),헬리콥터,군악대,공연,군행사,축구,헬리콥터,비행기",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"제1 전방 관측 대대,FIRST FORWARD OBSERVATION BATTALION",미국 NARA,,"창원 (한국),군용차,도로,관측,참호,산,송수화기,들판",840,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"안나 로즈버그의 제17 연대, 제7 사단 방문,ANNA ROSENBERG'S VISIT TO 17TH REGT, 7TH DIV",미국 NARA,10/23/1951,"양강도 (한국),군비행기,천막,군용차,지도,브리핑",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"제임스 A. 반 장군 함대와 제11 ROKs 연대,GENERAL JAMES A. VAN FLEET AND 11TH REGT ROKs",미국 NARA,8/26/1951,"임진강(한국),군용기,활주로,천막,군용트럭,불도저,돌다리,위장,연기,사격,탱크",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"에티오피아군,ETHIOPIAN TROOPS",미국 NARA,8/26/1951,"한국,지도,브리핑,송수화기,군용차,군용트럭,행군,도로,관측",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"제1 해병사단,FIRST MARINE DIV",미국 NARA,9/20/1951,"한국,헬리콥터,천막,행진,군수품,항공샷",360,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"미해병대 제1 해병 사단, 부대가 헬리콥터를 통해 전방으로 이동,,US MARINE CORPS 1ST MARINE DIV, TROOPS VIA HELICOPTER TO FRONT",미국 NARA,9/20/1951,"인제군(한국),지도,들판,헬리콥터,항공샷,산,행군",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"캐나다 여단,CANADIAN BRIGADE",미국 NARA,7/26/1951,"군용차,텐트,관측,운반,군수품,군용식량,참호,포격,배식",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"전쟁포로,PRISONERS OF WAR",미국 NARA,7/26/1951,"한국,전쟁포로,투항,총검,소형 화기,부상,군용트럭",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"휴전 교섭 회담,CEASE FIRE TALKS",미국 NARA,7/17/1951,"개성시(한국),군용차,전통건물,사진사,헬리콥터",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"인천, 한국 - 상륙 이후,INCHON, KOREAN - AFTER INVASION",미국 NARA,9/17/1950,"인천(한국),맥아더 더글라스 1880-1964,소형 화기,요새화,항구,탱크 (군사학),전쟁피해,병과 부상에 대한 전시 구조,지프차,침입",360,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1953,"BIG SWITCH 작전,OPERATION BIG SWITCH",미국 NARA,9/2/1953,"전쟁포로,감옥,철로,트럭,Big Switch 작전, 1953",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1953,"한국전쟁 마지막 날 -- 벙커 인양,LAST DAY OF KOREAN WAR -- BUNKER SALVAGE",미국 NARA,7/29/1953,"전투,브리핑,벙커 (방어 시설),의료인,간호사,인양 (폐기물 등),탱크 (군사학),군식당",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1953,"한국전쟁 마지막 날 -- 벙커 인양,LAST DAY OF KOREAN WAR -- BUNKER SALVAGE",미국 NARA,7/1953,"참호,포탄,탄약",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1952,"전투기 사진 중대 (MN-7893),FIGHTER PHOTO SQUADRON (MN-7893)",미국 NARA,11/7/1952,"국방부. 해군성. 에식스 (항공모함). 1/16/1951-6/1/1973,대공포,위장 (군사학),해병대,군용기,선박,기관총",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"BIG SWITCH 작전,OPERATION BIG SWITCH",미국 NARA,,"버스,아이들,상륙 작전,해병대,우편 근무,Big Switch 작전, 1953,총검,경비대",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1953,"""BIG SWITCH"" 작전 자유의 마을/문산/판문점,OPERATION, ""BIG SWITCH"" Freedom Village/Munsan/Panmunjom",미국 NARA,8/9/1953,"아프리카계 미국인,앰뷸런스,헬리콥터,인터뷰,상륙 작전,의료 관리,전쟁포로,Big Switch 작전, 1953,종군 기자",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1953,"휴전 협정,TRUCE TALKS",미국 NARA,7/27/1953,"판문점 (한국),캐나다,한국,클락, 조셉 제임스, 1893-1971,경비대",180,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"휴식 인원; 맹폭 & 소이탄 낙하; MIG-15 한국 지역 파괴,PERSONNEL RELAX; STRAFING & NAPALM BOMB DROPS; MIG-15 DESTROYED Korean Area",미국 NARA,7/31/1951,"해군성. 포그 밸리 (항공모함). 11/3/1946-9/19/1947,비행기,폭탄,폭발, 항공,해병대,탱크,보초 근무,지프차,트레이서 (탄약),경비대",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"미국해군전함 컨솔레이션 (AH-15) 부상병 대피,USS CONSOLATION (AH-15) EVACUATES WOUNDED",미국 NARA,12/20/1951,"해군성. 컨솔레이션 (병원선). 5/22/1945-9/18/1947,앰뷸런스,헬리콥터,군수품,환자,선박,병과 부상에 대한 군사구조",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1953,"종합적 항공모함 작전,GENERAL CARRIER OPERATIONS",미국 NARA,6/14/1953,"해군성. 복서 (항공모함). 4/16/1945-9/18/1947,해군성. 챔플레인 호 (항공모함). 6/3/1945-9/18/1947,항공모함,비행기,폭탄,구축함 (군함),트랙터,연료공급",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"전쟁의 하루,ONE DAY OF WAR",미국 NARA,6/26/1951,"통신,방어 시설,해병대,군수품,라디오,육군 장교,군식당,텐트,군병원,기관총",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"전쟁의 하루,ONE DAY OF WAR",미국 NARA,6/26/1951,"폭탄,통신,크레인, 기중기 등,로켓 (포),선박,타이거캣 (전투기),활주로 (항공학),GMC 덕 (군용트럭),경비대,연료 공급",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"UNC MAC (유엔 사령부, 군사 정전 위원회) 활동,UNC MAC (United Nations Command, Military Armistice Commission) ACTIVITIES",미국 NARA,,"인도,판문점 (한국),한국,틴, 아서 H. (아서 홉슨), 1898-1987,비행기,회의와 조약,헬리콥터,한국인,육군장교,경비대",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"원산 항구 해군 작전,NAVAL OPERATIONS IN WONSAN HARBOR",미국 NARA,3/1/1951,"원산 (한국),국방부. 해군성. 맨체스터 (경순양함). 9/18/1947-6/27/1956,국방부. 해군성. 딜 (경화물수송함). 3/31/1949-9/8/1955,탄약,폭발, 항공,상륙 작전,해병대,군수품,지뢰 (군용 폭발물),폴라리스 (미사일),침입",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"제1 해병사단 활동 고도리와 하가루리  지역,ACTIVITIES OF THE FIRST MARINE DIVISION Koto-Ri and Hararu-Ri Areas",미국 NARA,11/1950,"해군,육군장교,사찰,행진,텐트,군용헬기,지프차,와이어,바주카",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"미국 해군 전함 필리핀 바다 (CV-47) 전투 중; 조종실 작전,USS PHILIPPINE SEA (CV-47) IN COMBAT; FLIGHT DECK OPERATIONS",미국 NARA,4/21/1951,"한국,해군성. 주노 (경순양함). 2/14/1942-11/13/1942,해군성. 필리핀 바다 (항공모함). 5/11/1946-9/18/1947,항공모함,비행기,대공포,선박,표적 (군사학),순양함 (군함)",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"흥남 항구 활동,ACTIVITIES IN HUNGNAM HARBOR",미국 NARA,,"국방부. 해군성. 성 파울 (중순양함). 9/18/1947-4/30/1971,앰뷸런스,해변,구축함 (군함),민간인 대피,항구,병원,해군,군수품,간호사",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"CL's, BB's, 그리고 DD's 참가; 피난민; U.N. 깃발,CL's, BB's, and DD's IN ACTION; REFUGEES; U.N. FLAG",미국 NARA,1/6/1951,"인천 (한국),국방부. 해군성. 멘체스터 (경순양함). 9/18/1947-6/27/1956,국방부. 해군성. 잉글리시 (구축함). 9/18/1947-5/15/1970,해군성. 미시우리 (전함). 6/11/1944-9/1947,대공포,헬리콥터,육군 장교,연막",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"한국 카메라총,KOREAN GUN CAMERA",미국 NARA,,"함흥 (한국),해군성. 복서 (항공모함). 4/16/1945-9/18/1947,폭탄,카메라,댐,군기지,선로,공세 (군사학)",840,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"제187 RCT 공수,187TH RCT AIRBORNE",미국 NARA,3/24/1951,"무산리 (경기도, 한국),공중보급,성조기,탱크,도로,부상,밭,폐허",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"391 고지 탈환,RETAKING HILL 391",미국 NARA,10/14/1951,"한국 (북한),철로,탱크,들판,행군,포격,사격,지뢰탐지기",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"전쟁,WAR",미국 NARA,,"수원시(한국),비행기,화재,길거리,도로,선박",360,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"무기 시범 (화력 작전),ORDNANCE DEMONSTRATIONS (OPERATION FIREPOWER)",미국 NARA,7/21/1951,"대구(한국),사격,기관총,박격포,탱크,야구장,관중,연설",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"532 엔지니어 보트 & 해안 여단, 제2 공병 여단,532ND ENGR BOAT & SHORE REGT, 2ND ENGR BRIGADE",미국 NARA,6/9/1951,"인천(서울),연료,보트,배,상륙",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"급습 단체 (특별활동 그룹 X 부대) 게릴라 공격,RAIDER COMPANIES (SPECIAL ACTIVITIES GROUP X CORPS) ATTACK ON GUERRILLAS",미국 NARA,,"포격,성벽,사격,포격,군수품,헬리콥터,환자",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"수색정찰,RECONNAISSANCE PATROL",미국 NARA,11/17/1951,"텐트,군수품,트럭,견인,배식,이발,세안",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"첫 전방관측대대,FIRST FORWARD OBSERVATION BATTALION",미국 NARA,,"창원(한국),안테나,관측장비,통신,송수신기,김포(한국)",840,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"심리전,PSYCHOLOGICAL WARFARE",미국 NARA,8/18/1951,"삼가리(한국),비행기,전단,전단 투하,구름,인쇄공장,포장,창고,트럭",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"K-14 고지,HILL K-14",미국 NARA,10/18/1951,"김포군(한국),관측장비,안테나,탱크,불타는 탱크,포격",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"오마 N. 브래들리 장군 2 사단 활주로 방문,GEN. OMAR N. BRADLEY VISITS 2ND DIVISION AIRSTRIP",미국 NARA,10/1/1951,"헬기,사진사,군용기,지도,활주로,탄약,발포",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"D CO 작전 첫번째, 탱크 대대, 해병 사단,A DAY'S OPERATION WITH D CO., 1ST TANK BN, 1ST MARINE DIVISION",미국 NARA,,"한국(남한),탱크,텐트,불도저,보트,포격,헬리콥터,군용차",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"비둘기,PIGEONS",미국 NARA,,"인제군(한국),비둘기,군용차,천막,본부,태극기,유엔기,성조기",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"제65 보병, 제3 사단, 기동부대,65TH INF, 3RD DIV, ON TASK FORCE",미국 NARA,9/19/1951,"창원(한국),들판,탱크,포격,환자,응급처치,사격,산 포격",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"포로 심문,INTERROGATION OF PRISONERS",미국 NARA,8/22/1951,"한국(북한),천막,전쟁포로,대포,포격,통신,사격,군용차,초가집,환자",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"휴전 회담 재개,RESUMING ARMISTICE TALKS",미국 NARA,1951,"개성시,다리,군용차,헬기,자동차,군중,사진기자,기모노",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"포병 훈련소,ARTILLERY TRAINING CENTER",미국 NARA,9/1951,"진해시(한국),대포,훈련,천막,위장,박격포,사격,훈련장",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"교통을 통제하는 헌병대,MILITARY POLICE DIRECTING TRAFFIC",미국 NARA,8/22/1951,"의정부시(한국),보트,부교,소,탱크,교통통제,군용차,주차장,군용트럭",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"지뢰제거 순찰,MINE SWEEPING PATROL",미국 NARA,8/4/1951,"한국 (북한),도로,지뢰탐지기,지뢰,탱크,관측,불도저,탱크",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"제630 공병이 인제로의 길을 뚫다,630TH ENGINEERS WIDENING ROAD TO INJE",미국 NARA,8/1/1951,"인제군,산,화약,폭발,불도저,군용트럭",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"제58 공병들이 만든 부교,PONTON BRIDGE BUILT BY 58TH ENGINEERS",미국 NARA,,"임진강(한국),배,기중기,군용트럭,탱크",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"난민,REFUGEES",미국 NARA,4/3/1951,"창원 (한국),난민,초가집,취사,군용트럭,미군",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"육군 목사 부서 전쟁포로 시설,DEPT OF ARMY CHAPALINS AT POW ENCLOSURE",미국 NARA,ca. 1951,"거제도 (한국),군인,군합창단,연설",420,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"육군야전병원 (MASH),MOBILE ARMY SURGICAL HOSPITAL (MASH)",미국 NARA,7/1/1951,"홍천 (한국),배식,천막,환자,수술",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"휴전 회담,TRUCE TALKS",미국 NARA,,"판문점 (한국),한국,해리슨, 윌리엄 K. (윌리엄 캘리), 1895-1987,클라크, 마크 W. (마크 웨인), 1896-1984,멘덴홀, 윌리엄 K. (윌리엄 마르마두크), 1900-1987,폭발,사진사,군수기자,경비대",540,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1953,"휴전 회담,TRUCE TALKS",미국 NARA,7/22/1953,"스웨덴, 스위스,무산리 (한국, 경기도),판문점 (한국),해리슨, 윌리엄 K. (윌리엄 캘리), 1895-1987,헬리콥터,해병대,사진사,사찰,종군 기자,의장대,불도저",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,0,"도서관 스토크 쇼트 #1626,LIBRARY STOCK SHOT #1626",미국 NARA,,"회담,소련,군용차,행진,농민,인공기,북한군,회의,방사물질",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1953,"BIG SWITCH 작전,OPERATION BIG SWITCH",미국 NARA,9/17/1953,"도쿄 (일본),딘, 윌리엄 F. (윌리엄 프리셰), 1899-1981,딘, 윌리엄 F. (윌리엄 프리셰), 1899-1981,전쟁포로,Big Switch 작전, 1953",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1952,"구축함전대 122 귀향,HOMECOMING OF DESDIV 122",미국 NARA,1952,"해군성. 브리스통 (군축함). 3/17/1945-9/18/1947,해군성. 하이만 (군축함). 6/16/1944-9/18/1947,군축함 (전함),부두,항구,의례와 행사,선원,선박조종,시민",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1953,"필름 소개 ""펜타곤 워싱턴"" ,FILM INTRODUCTIONS BY ""PENTAGON WASHINGTON""",미국 NARA,ca. 1953,"책상,인터뷰,군인,난선,명판,곡사포",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"조지 C. 마셜 국방장관 연설, 육군사관학교 졸업식, 뉴욕,SECRETARY OF DEFENSE GEORGE C. MARSHALL'S SPEECH, WEST POINT GRADUATION, NEW YORK",미국 NARA,6/5/1951,"음성있음,연설",720,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1950,"유엔 안보리 검토,UN SECURITY COUNCIL REVIEW",미국 NARA,ca. 1950,"뉴욕 (N.Y.),음성있음,회담",660,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"매슈 B 리즈웨이 장군과 J 로턴 콜린스 장군 만남,MEETING BETWEEN GENS MATHEW B RIDGWAY AND J. LAWTON COLLINS",미국 NARA,10/27/1951,"국방부. 공군성. 가데나 공군 기지, 오키나와. ca. 9/18/1947-,군용기,활주로,자동차,헬기,천막",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"해리 S. 트루먼 대통련 독립기념일 연설, 모누멘트 그룬즈, 워싱턴, DC,PRESIDENT HARRY S. TRUMAN'S INDEPENDENCE DAY SPEECH, MONUMENT GROUNDS, WASHINGTON, DC",미국 NARA,7/4/1951,"연설,음성있음",600,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
기록영상,1951,"미국 산업 현장 (주 정부),INDUSTRIAL SCENES USA (STATE DEPT)",미국 NARA,1951,"공장,화재,열차,민간인,활주로,군용기,이륙,공중보급",480,없음," /movies/00/1_흥남 철수, 한국.mp4", /images/00/ing.png,,,,,,,,,,
